"","station_id","timestamp","growth","nitrogen","x","y"
"232","DB17",2-05-16 04:30:00,583.9560978,87.86771621,7,2
"233","DB17",1-06-15 09:00:00,386.7092246,83.29374385,7,2
"234","DB17",2-06-15 15:00:00,585.1419835,91.93727352,7,2
"235","DB17",1-07-15 19:30:00,327.2991518,69.62948533,7,2
"236","DB17",2-07-16 01:30:00,679.5130708,100.6729766,7,2
"237","DB17",0-08-15,201.2523421,46.19137392,7,2
"238","DB17",1-08-15 06:00:00,344.5312381,75.62570344,7,2
"239","DB17",0-09-14 10:30:00,215.0566706,54.44402989,7,2
"240","DB17",1-09-14 16:30:00,366.5858748,77.48798276,7,2
"241","DB18",1-01-14 04:30:00,255.9931985,31.3640942,8,2
"242","DB18",2-01-14 10:30:00,491.6017639,60.78792127,8,2
"243","DB18",0-10-14 21:00:00,175.2465437,33.17226305,8,2
"244","DB18",1-10-15 03:00:00,329.505905,50.71015614,8,2
"245","DB18",0-11-14 07:30:00,183.403821,26.35889536,8,2
"246","DB18",1-11-14 13:30:00,409.4381187,59.55481948,8,2
"247","DB18",0-12-14 18:00:00,237.8403636,36.76211958,8,2
"248","DB18",1-12-15,388.9898144,56.10447369,8,2
"249","DB18",1-02-13 15:00:00,249.9079679,24.27531085,8,2
"250","DB18",2-02-13 21:00:00,408.8323459,60.45284421,8,2
"251","DB18",1-03-16 01:30:00,265.2299847,38.22289738,8,2
"252","DB18",2-03-16 07:30:00,401.5033293,53.52965442,8,2
"253","DB18",1-04-15 12:00:00,267.4114333,32.2380202,8,2
"254","DB18",2-04-15 18:00:00,503.3630606,66.23347211,8,2
"255","DB18",1-05-15 22:30:00,263.0148445,29.41310952,8,2
"256","DB18",2-05-16 04:30:00,511.7121736,61.42663076,8,2
"257","DB18",1-06-15 09:00:00,297.0799087,37.62729685,8,2
"258","DB18",2-06-15 15:00:00,493.8948079,66.0352557,8,2
"259","DB18",1-07-15 19:30:00,260.6578413,44.19925392,8,2
"260","DB18",2-07-16 01:30:00,501.8270939,68.04884089,8,2
"261","DB18",0-08-15,178.5776743,18.66206921,8,2
"262","DB18",1-08-15 06:00:00,285.1799266,48.87346668,8,2
"263","DB18",0-09-14 10:30:00,222.5601037,24.51762257,8,2
"264","DB18",1-09-14 16:30:00,352.3098112,46.81881586,8,2
"265","DB19",1-01-14 04:30:00,353.9849495,109.3961286,9,2
"266","DB19",2-01-14 10:30:00,711.6492591,133.8232955,9,2
"267","DB19",0-10-14 21:00:00,302.0787908,96.5053891,9,2
"268","DB19",1-10-15 03:00:00,630.5159863,121.6614955,9,2
"269","DB19",0-11-14 07:30:00,260.6391999,88.07970015,9,2
"270","DB19",1-11-14 13:30:00,639.4384578,128.0508706,9,2
"271","DB19",0-12-14 18:00:00,318.7726085,106.4491785,9,2
"272","DB19",1-12-15,610.0803494,128.2607168,9,2
"273","DB19",1-02-13 15:00:00,386.123324,105.5438884,9,2
"274","DB19",2-02-13 21:00:00,755.8218734,127.4323717,9,2
"275","DB19",1-03-16 01:30:00,388.6477174,115.208935,9,2
"276","DB19",2-03-16 07:30:00,840.8162829,138.3630094,9,2
"277","DB19",1-04-15 12:00:00,414.4437319,111.3800862,9,2
"278","DB19",2-04-15 18:00:00,781.6855238,134.5912689,9,2
"279","DB19",1-05-15 22:30:00,421.8636166,104.2930999,9,2
"280","DB19",2-05-16 04:30:00,870.0350576,139.3615918,9,2
"281","DB19",1-06-15 09:00:00,498.0526278,115.6487611,9,2
"282","DB19",2-06-15 15:00:00,800.5760062,127.4599813,9,2
"283","DB19",1-07-15 19:30:00,512.5442933,120.0405398,9,2
"284","DB19",2-07-16 01:30:00,870.4655353,130.7696819,9,2
"285","DB19",0-08-15,258.7231799,99.84448606,9,2
"286","DB19",1-08-15 06:00:00,505.1022433,111.5995766,9,2
"287","DB19",0-09-14 10:30:00,249.7312233,97.01263375,9,2
"288","DB19",1-09-14 16:30:00,534.5959996,119.685187,9,2
"289","DB2",1-01-14 04:30:00,112.4586968,52.89791021,2,1
"290","DB2",2-01-14 10:30:00,308.5255969,73.41172422,2,1
"291","DB2",0-10-14 21:00:00,50.62813157,47.98536714,2,1
"292","DB2",1-10-15 03:00:00,288.9689297,78.17553547,2,1
"293","DB2",0-11-14 07:30:00,80.49880443,58.96675613,2,1
"294","DB2",1-11-14 13:30:00,268.9760045,80.00045026,2,1
"295","DB2",0-12-14 18:00:00,107.7087361,57.42558087,2,1
"296","DB2",1-12-15,346.3190622,81.96723991,2,1
"297","DB2",1-02-13 15:00:00,122.5962813,54.44897043,2,1
"298","DB2",2-02-13 21:00:00,321.6301374,78.62365593,2,1
"299","DB2",1-03-16 01:30:00,182.9672582,62.81071075,2,1
"300","DB2",2-03-16 07:30:00,378.114136,84.0051907,2,1
"301","DB2",1-04-15 12:00:00,174.8690183,64.18882375,2,1
"302","DB2",2-04-15 18:00:00,443.0908503,88.58886731,2,1
"303","DB2",1-05-15 22:30:00,190.8593242,72.41315747,2,1
"304","DB2",2-05-16 04:30:00,425.5587237,89.38822606,2,1
"305","DB2",1-06-15 09:00:00,205.2691376,68.1105252,2,1
"306","DB2",2-06-15 15:00:00,480.5579345,93.56307662,2,1
"307","DB2",1-07-15 19:30:00,236.3626935,67.7026723,2,1
"308","DB2",2-07-16 01:30:00,486.2442218,95.77051748,2,1
"309","DB2",0-08-15,64.37065791,46.67916355,2,1
"310","DB2",1-08-15 06:00:00,226.6577795,61.8776175,2,1
"311","DB2",0-09-14 10:30:00,82.32621386,55.37787956,2,1
"312","DB2",1-09-14 16:30:00,306.6474447,80.74934024,2,1
"313","DB20",1-01-14 04:30:00,281.2214644,32.06720536,10,2
"314","DB20",2-01-14 10:30:00,435.0469612,63.64123121,10,2
"315","DB20",0-10-14 21:00:00,272.2704473,28.11216028,10,2
"316","DB20",1-10-15 03:00:00,404.7291561,53.96632073,10,2
"317","DB20",0-11-14 07:30:00,274.8735282,36.75162376,10,2
"318","DB20",1-11-14 13:30:00,424.3001091,58.95246508,10,2
"319","DB20",0-12-14 18:00:00,272.7577053,28.43081851,10,2
"320","DB20",1-12-15,453.5861959,56.97436893,10,2
"321","DB20",1-02-13 15:00:00,312.3582003,37.53441494,10,2
"322","DB20",2-02-13 21:00:00,556.5476252,64.47426855,10,2
"323","DB20",1-03-16 01:30:00,359.960964,28.81901457,10,2
"324","DB20",2-03-16 07:30:00,521.4336954,69.37819564,10,2
"325","DB20",1-04-15 12:00:00,292.8541582,34.67778501,10,2
"326","DB20",2-04-15 18:00:00,546.123433,67.93426254,10,2
"327","DB20",1-05-15 22:30:00,315.3909585,45.01298697,10,2
"328","DB20",2-05-16 04:30:00,574.6179586,68.26710593,10,2
"329","DB20",1-06-15 09:00:00,391.5488533,49.36584171,10,2
"330","DB20",2-06-15 15:00:00,590.3207658,72.23066781,10,2
"331","DB20",1-07-15 19:30:00,400.3596805,55.48449466,10,2
"332","DB20",2-07-16 01:30:00,567.2879122,65.30249869,10,2
"333","DB20",0-08-15,260.9711895,18.13439409,10,2
"334","DB20",1-08-15 06:00:00,439.5302624,54.19516517,10,2
"335","DB20",0-09-14 10:30:00,291.0301607,37.56132711,10,2
"336","DB20",1-09-14 16:30:00,393.964003,46.05255074,10,2
"337","DB21",1-01-14 04:30:00,77.63862972,74.69234936,1,3
"338","DB21",2-01-14 10:30:00,364.7759532,107.5927321,1,3
"339","DB21",0-10-14 21:00:00,36.38259691,78.80237178,1,3
"340","DB21",1-10-15 03:00:00,250.6262118,90.01564716,1,3
"341","DB21",0-11-14 07:30:00,25.06483656,69.60570668,1,3
"342","DB21",1-11-14 13:30:00,280.8847693,106.185041,1,3
"343","DB21",0-12-14 18:00:00,83.09535371,66.74449814,1,3
"344","DB21",1-12-15,296.5344716,93.62490351,1,3
"345","DB21",1-02-13 15:00:00,87.8894342,78.4221834,1,3
"346","DB21",2-02-13 21:00:00,330.1081942,107.101832,1,3
"347","DB21",1-03-16 01:30:00,79.65388616,82.94687622,1,3
"348","DB21",2-03-16 07:30:00,400.6487408,106.3074499,1,3
"349","DB21",1-04-15 12:00:00,108.9550296,83.15193495,1,3
"350","DB21",2-04-15 18:00:00,444.5251604,106.4226864,1,3
"351","DB21",1-05-15 22:30:00,150.4752635,80.97878988,1,3
"352","DB21",2-05-16 04:30:00,431.5689542,101.3638978,1,3
"353","DB21",1-06-15 09:00:00,176.5048019,89.1176058,1,3
"354","DB21",2-06-15 15:00:00,511.7812905,110.4764865,1,3
"355","DB21",1-07-15 19:30:00,196.663455,93.87861195,1,3
"356","DB21",2-07-16 01:30:00,509.9696642,111.7162569,1,3
"357","DB21",0-08-15,-63.01627446,64.40054156,1,3
"358","DB21",1-08-15 06:00:00,171.2789024,85.68277132,1,3
"359","DB21",0-09-14 10:30:00,21.11362482,57.21729222,1,3
"360","DB21",1-09-14 16:30:00,258.4713986,101.6700134,1,3
"361","DB22",1-01-14 04:30:00,11.12796757,20.26701003,2,3
"362","DB22",2-01-14 10:30:00,171.3803753,47.25796052,2,3
"363","DB22",0-10-14 21:00:00,1.102154831,0.618375824,2,3
"364","DB22",1-10-15 03:00:00,97.08665822,28.94416108,2,3
"365","DB22",0-11-14 07:30:00,-22.32133017,9.065809745,2,3
"366","DB22",1-11-14 13:30:00,145.0214838,39.70405884,2,3
"367","DB22",0-12-14 18:00:00,-24.58932004,12.39751028,2,3
"368","DB22",1-12-15,105.5404557,34.02763915,2,3
"369","DB22",1-02-13 15:00:00,-15.22529096,15.53303545,2,3
"370","DB22",2-02-13 21:00:00,231.6355558,53.67784497,2,3
"371","DB22",1-03-16 01:30:00,67.08641704,25.04389835,2,3
"372","DB22",2-03-16 07:30:00,150.7612396,43.81850952,2,3
"373","DB22",1-04-15 12:00:00,37.82049306,22.99340848,2,3
"374","DB22",2-04-15 18:00:00,172.3563668,49.17241671,2,3
"375","DB22",1-05-15 22:30:00,60.0540177,21.65559631,2,3
"376","DB22",2-05-16 04:30:00,191.2869566,43.56048475,2,3
"377","DB22",1-06-15 09:00:00,88.2412356,25.14177897,2,3
"378","DB22",2-06-15 15:00:00,245.3235735,50.09739832,2,3
"379","DB22",1-07-15 19:30:00,33.80843811,31.46797951,2,3
"380","DB22",2-07-16 01:30:00,188.8012399,44.87714821,2,3
"381","DB22",0-08-15,10.99134618,12.6122306,2,3
"382","DB22",1-08-15 06:00:00,59.2796634,27.13923941,2,3
"383","DB22",0-09-14 10:30:00,-43.57145857,4.827603156,2,3
"384","DB22",1-09-14 16:30:00,107.4056223,36.51039685,2,3
"385","DB23",1-01-14 04:30:00,121.9270589,46.25567695,3,3
"386","DB23",2-01-14 10:30:00,332.5889065,66.3014265,3,3
"387","DB23",0-10-14 21:00:00,41.73790968,42.55560681,3,3
"388","DB23",1-10-15 03:00:00,263.6305132,65.8858517,3,3
"389","DB23",0-11-14 07:30:00,70.86053814,43.99868354,3,3
"390","DB23",1-11-14 13:30:00,262.2686985,65.59060992,3,3
"391","DB23",0-12-14 18:00:00,39.53207726,41.43782866,3,3
"392","DB23",1-12-15,280.4987224,70.325335,3,3
"393","DB23",1-02-13 15:00:00,125.6350037,49.97999179,3,3
"394","DB23",2-02-13 21:00:00,314.3554071,80.00887045,3,3
"395","DB23",1-03-16 01:30:00,103.7218921,56.81300515,3,3
"396","DB23",2-03-16 07:30:00,299.8427709,64.54823146,3,3
"397","DB23",1-04-15 12:00:00,94.06658016,55.1838187,3,3
"398","DB23",2-04-15 18:00:00,373.1615057,77.76899459,3,3
"399","DB23",1-05-15 22:30:00,143.8443951,46.52585687,3,3
"400","DB23",2-05-16 04:30:00,456.3264278,86.33996513,3,3
"401","DB23",1-06-15 09:00:00,177.3097172,63.48196943,3,3
"402","DB23",2-06-15 15:00:00,356.7021267,72.21416965,3,3
"403","DB23",1-07-15 19:30:00,167.1074992,49.02780965,3,3
"404","DB23",2-07-16 01:30:00,419.4819331,85.10637071,3,3
"405","DB23",0-08-15,34.54345745,43.02811441,3,3
